pedido_id,producto_id,cantidad,precio_unitario
142,7,1,19000
143,6,1,28000
143,7,1,19000
143,6,2,28000
144,5,2,12000
145,2,1,149000
146,3,2,35000
146,4,2,320000
147,4,2,320000
147,6,2,28000
148,2,2,149000
149,2,2,149000
149,1,2,89000
149,6,2,28000
150,2,1,149000
150,5,1,12000
150,6,2,28000
151,3,1,35000
152,4,2,320000
153,2,2,149000
154,3,2,35000
154,4,1,320000
155,1,1,89000
155,5,2,12000
155,2,1,149000
156,6,1,28000
156,2,1,149000
156,6,1,28000
157,4,2,320000
157,2,1,149000
157,7,2,19000
158,5,2,12000
158,4,2,320000
158,3,2,35000
159,7,1,19000
159,6,2,28000
160,6,1,28000
160,4,2,320000
160,7,1,19000
161,3,2,35000
161,3,1,35000
161,4,1,320000
162,1,1,89000
163,5,1,12000
164,7,1,19000
164,6,1,28000
165,4,1,320000
165,7,1,19000
166,1,2,89000
167,1,2,89000
168,4,1,320000
169,2,2,149000
169,6,2,28000
169,2,2,149000
170,3,2,35000
171,6,1,28000
171,7,2,19000
171,7,2,19000
172,7,1,19000
173,3,1,35000
173,6,2,28000
173,5,1,12000
174,7,2,19000
175,2,1,149000
175,4,2,320000
175,7,2,19000
176,6,2,28000
177,3,2,35000
178,3,1,35000
179,2,2,149000
180,4,2,320000
181,2,2,149000
182,6,2,28000
182,1,2,89000
183,4,1,320000
184,7,2,19000
184,7,1,19000
184,6,1,28000
185,4,2,320000
185,7,2,19000
186,4,1,320000
187,7,2,19000
188,4,1,320000
189,2,1,149000
190,6,2,28000
191,4,2,320000
192,2,2,149000
193,2,2,149000
194,3,1,35000
195,5,2,12000
196,3,2,35000
197,7,2,19000
198,4,2,320000
199,1,2,89000
200,3,2,35000
200,5,2,12000
200,2,2,149000
201,5,1,12000
202,5,2,12000
203,3,2,35000
204,3,2,35000
205,6,2,28000
206,3,1,35000
206,3,2,35000
206,2,1,149000
207,5,1,12000
208,7,1,19000
209,2,2,149000
210,6,1,28000
211,4,2,320000
211,7,2,19000
211,7,1,19000
212,1,1,89000
213,5,2,12000
213,4,2,320000
214,5,1,12000
215,2,2,149000
216,4,2,320000
217,7,2,19000
218,3,2,35000
219,5,1,12000
219,3,2,35000
219,3,2,35000
220,6,2,28000
221,5,1,12000
222,5,2,12000
223,6,2,28000
224,7,1,19000
225,2,1,149000
225,6,2,28000
226,6,1,28000
227,6,2,28000
227,4,1,320000
227,1,1,89000
228,6,2,28000
229,6,1,28000
229,5,1,12000
230,1,2,89000
230,5,2,12000
231,3,1,35000
232,3,1,35000
233,2,1,149000
234,5,1,12000
234,1,2,89000
234,6,2,28000
235,4,2,320000
236,2,2,149000
236,5,2,12000
237,4,2,320000
237,4,2,320000
238,6,2,28000
238,6,2,28000
238,5,1,12000
239,5,1,12000
240,5,2,12000
240,5,1,12000
241,7,1,19000
242,1,1,89000
243,7,2,19000
243,5,1,12000
243,4,2,320000
244,2,1,149000
244,1,2,89000
244,2,2,149000
245,2,1,149000
246,2,1,149000
247,6,1,28000
247,7,2,19000
247,6,2,28000
248,7,1,19000
248,6,2,28000
248,1,2,89000
249,4,1,320000
250,3,2,35000
250,7,1,19000
251,3,2,35000
252,1,2,89000
252,6,2,28000
252,1,1,89000
253,5,2,12000
254,5,2,12000
255,5,1,12000
256,4,2,320000
257,5,2,12000
258,6,1,28000
259,2,1,149000
260,6,1,28000
261,5,1,12000
262,5,2,12000
263,2,2,149000
264,5,2,12000
264,6,2,28000
264,5,2,12000
265,4,1,320000
266,7,1,19000
266,3,1,35000
266,3,2,35000
267,1,2,89000
267,2,1,149000
268,6,2,28000
269,1,2,89000
270,5,1,12000
271,6,2,28000
271,7,2,19000
271,3,2,35000
272,6,1,28000
273,4,2,320000
274,1,1,89000
274,3,2,35000
275,5,2,12000
276,2,2,149000
277,1,2,89000
277,4,2,320000
277,2,1,149000
278,7,2,19000
278,7,1,19000
279,1,1,89000
279,4,2,320000
279,3,2,35000
280,6,2,28000
281,4,2,320000
281,6,1,28000
282,7,1,19000
282,5,2,12000
283,4,2,320000
283,1,1,89000
284,5,1,12000
284,7,1,19000
284,6,1,28000
285,1,1,89000
286,1,2,89000
286,2,2,149000
287,2,2,149000
287,3,2,35000
288,5,1,12000
288,5,1,12000
288,1,2,89000
289,7,2,19000
290,5,2,12000
290,1,2,89000
291,4,1,320000
292,1,1,89000
292,1,1,89000
293,6,1,28000
293,7,2,19000
293,7,1,19000
294,2,1,149000
295,3,2,35000
295,7,1,19000
296,5,2,12000
297,2,1,149000
298,5,1,12000
299,3,2,35000
300,3,2,35000
301,5,1,12000
302,3,1,35000
303,5,2,12000
304,6,2,28000
305,7,2,19000
306,3,2,35000
307,5,1,12000
307,2,2,149000
307,6,2,28000
308,3,2,35000
308,1,2,89000
308,4,2,320000
309,7,2,19000
310,1,1,89000
311,7,2,19000
312,5,2,12000
312,5,2,12000
312,3,2,35000
313,4,2,320000
314,2,1,149000
314,1,1,89000
315,1,2,89000
315,4,2,320000
315,1,2,89000
316,1,1,89000
316,2,2,149000
316,7,2,19000
317,2,1,149000
318,4,1,320000
318,2,1,149000
319,2,1,149000
320,2,2,149000
321,7,1,19000
321,1,2,89000
321,5,2,12000
322,1,2,89000
322,5,1,12000
322,5,1,12000
323,7,1,19000
323,6,1,28000
324,6,1,28000
324,5,2,12000
324,6,2,28000
325,5,2,12000
325,7,2,19000
325,6,2,28000
326,2,1,149000
326,4,2,320000
326,1,1,89000
327,1,1,89000
328,7,2,19000
328,1,2,89000
329,1,1,89000
330,3,1,35000
331,5,2,12000
331,3,1,35000
332,1,1,89000
333,2,1,149000
334,5,2,12000
335,7,2,19000
336,7,1,19000
336,3,2,35000
336,1,1,89000
337,3,2,35000
337,6,1,28000
338,6,2,28000
339,3,1,35000
340,3,1,35000
340,4,2,320000
341,3,1,35000
341,6,1,28000
341,6,1,28000
342,7,1,19000
343,1,2,89000
343,6,2,28000
344,6,2,28000
345,3,1,35000
346,6,1,28000
346,5,1,12000
347,5,2,12000
347,3,1,35000
348,4,1,320000
349,4,1,320000
349,1,2,89000
349,7,1,19000
350,7,1,19000
350,1,1,89000
351,6,1,28000
352,1,1,89000
353,3,1,35000
353,2,2,149000
354,3,1,35000
354,1,2,89000
354,3,1,35000
355,6,1,28000
356,4,1,320000
357,6,2,28000
358,4,2,320000
359,2,1,149000
359,3,1,35000
360,1,1,89000
361,6,1,28000
362,7,1,19000
362,7,2,19000
362,3,1,35000
363,1,2,89000
364,5,1,12000
364,3,2,35000
365,4,2,320000
366,6,2,28000
367,3,2,35000
367,1,1,89000
368,1,1,89000
368,7,1,19000
368,6,1,28000
369,6,1,28000
369,4,2,320000
370,6,2,28000
371,7,1,19000
371,6,1,28000
371,7,2,19000
372,6,2,28000
372,1,2,89000
373,3,2,35000
374,7,1,19000
374,6,1,28000
374,1,2,89000
375,4,2,320000
375,7,1,19000
375,2,2,149000
376,3,2,35000
376,5,2,12000
376,1,2,89000
377,5,2,12000
378,6,2,28000
378,2,2,149000
379,3,1,35000
380,1,2,89000
380,3,1,35000
380,1,1,89000
381,1,2,89000
382,1,2,89000
383,4,2,320000
384,7,1,19000
384,6,2,28000
384,6,1,28000
385,1,2,89000
385,4,1,320000
385,4,1,320000
386,2,1,149000
387,5,2,12000
388,6,1,28000
389,4,2,320000
390,2,1,149000
391,1,2,89000
391,4,1,320000
391,4,2,320000
392,5,1,12000
392,2,2,149000
392,4,2,320000
393,5,1,12000
393,5,1,12000
393,2,1,149000
394,4,2,320000
394,7,2,19000
394,5,1,12000
395,3,1,35000
395,3,1,35000
396,5,2,12000
396,7,1,19000
397,4,2,320000
398,1,2,89000
398,3,1,35000
398,7,1,19000
399,4,1,320000
400,3,2,35000
400,2,2,149000
400,3,2,35000
401,1,2,89000
401,4,2,320000
401,4,1,320000
402,2,1,149000
403,2,1,149000
404,1,2,89000
404,6,2,28000
405,6,1,28000
406,1,2,89000
407,5,1,12000
407,4,1,320000
408,5,1,12000
408,5,2,12000
409,2,2,149000
410,2,1,149000
411,5,1,12000
411,4,1,320000
411,2,2,149000
412,1,1,89000
412,6,1,28000
413,6,2,28000
414,3,2,35000
415,4,1,320000
415,5,1,12000
416,3,2,35000
416,6,1,28000
417,4,2,320000
417,1,1,89000
417,4,2,320000
418,6,1,28000
419,4,2,320000
419,2,2,149000
419,5,2,12000
420,7,1,19000
421,1,1,89000
421,4,1,320000
421,2,1,149000
422,7,2,19000
423,5,1,12000
424,6,2,28000
425,5,2,12000
426,2,2,149000
427,4,1,320000
428,3,2,35000
429,1,2,89000
430,3,1,35000
431,5,1,12000
432,3,2,35000
433,3,2,35000
434,6,2,28000
435,1,2,89000
435,5,2,12000
435,5,2,12000
436,3,1,35000
436,3,2,35000
437,4,2,320000
438,5,1,12000
438,1,2,89000
439,1,2,89000
439,3,1,35000
440,4,2,320000
440,5,1,12000
441,2,2,149000
442,4,1,320000
442,1,1,89000
443,7,2,19000
444,2,1,149000
444,1,2,89000
445,6,2,28000
445,3,1,35000
446,7,2,19000
446,6,1,28000
446,6,1,28000
447,6,1,28000
447,6,1,28000
447,6,2,28000
448,5,2,12000
449,3,1,35000
450,3,1,35000
450,3,2,35000
451,6,2,28000
452,3,2,35000
453,2,1,149000
453,6,2,28000
454,3,2,35000
455,1,1,89000
456,1,2,89000
457,6,1,28000
457,3,2,35000
458,6,2,28000
459,7,2,19000
460,1,2,89000
461,7,2,19000
462,3,2,35000
462,4,1,320000
463,5,1,12000
464,3,1,35000
465,7,2,19000
465,5,1,12000
466,5,1,12000
466,5,1,12000
466,6,1,28000
467,3,1,35000
467,6,1,28000
467,6,1,28000
468,2,2,149000
469,5,1,12000
469,4,2,320000
470,4,1,320000
471,7,2,19000
472,1,1,89000
472,3,1,35000
473,4,1,320000
474,4,1,320000
475,1,2,89000
475,2,2,149000
475,6,2,28000
476,4,2,320000
476,6,1,28000
476,6,2,28000
477,7,2,19000
478,1,2,89000
479,5,2,12000
480,2,1,149000
481,2,1,149000
482,4,2,320000
483,1,2,89000
484,3,2,35000
484,7,2,19000
484,1,2,89000
485,5,1,12000
485,4,2,320000
486,6,1,28000
487,5,1,12000
487,7,2,19000
488,6,2,28000
488,4,2,320000
488,7,2,19000
489,2,1,149000
490,1,1,89000
490,6,2,28000
490,2,1,149000
491,3,1,35000
492,1,2,89000
493,4,1,320000
494,3,1,35000
495,4,2,320000
496,6,2,28000
497,5,2,12000
498,1,1,89000
499,3,1,35000
500,5,2,12000
501,7,1,19000
502,4,1,320000
503,1,2,89000
504,3,2,35000
504,7,2,19000
504,2,1,149000
505,2,2,149000
506,2,1,149000
507,5,1,12000
508,1,1,89000
508,4,1,320000
508,4,2,320000
509,1,2,89000
510,5,1,12000
511,7,2,19000
511,3,2,35000
511,2,2,149000
512,3,2,35000
512,5,1,12000
513,4,2,320000
514,1,2,89000
515,1,2,89000
516,4,2,320000
517,4,2,320000
518,5,2,12000
519,1,2,89000
520,4,2,320000
521,3,1,35000
522,6,1,28000
523,3,2,35000
523,2,2,149000
523,3,2,35000
524,1,2,89000
525,2,1,149000
525,2,1,149000
526,7,1,19000
527,7,2,19000
528,1,2,89000
529,4,1,320000
529,6,2,28000
529,1,2,89000
530,5,1,12000
531,2,1,149000
531,2,2,149000
532,3,2,35000
533,1,1,89000
534,1,2,89000
534,1,2,89000
535,5,1,12000
535,1,2,89000
536,1,1,89000
537,6,1,28000
537,1,2,89000
537,5,2,12000
538,5,2,12000
539,3,2,35000
540,1,2,89000
541,6,2,28000
542,6,2,28000
543,5,1,12000
544,6,1,28000
545,3,1,35000
545,5,2,12000
545,2,2,149000
546,7,1,19000
547,1,2,89000
548,3,2,35000
548,3,2,35000
548,1,2,89000
549,3,1,35000
549,7,2,19000
549,3,1,35000
550,5,1,12000
550,6,2,28000
550,1,1,89000
551,3,2,35000
551,7,2,19000
552,2,2,149000
552,6,1,28000
553,7,1,19000
553,5,1,12000
554,4,2,320000
555,2,2,149000
555,7,2,19000
556,5,2,12000
557,6,1,28000
558,3,1,35000
559,1,1,89000
559,7,1,19000
560,4,2,320000
560,3,1,35000
560,1,2,89000
561,1,1,89000
561,5,1,12000
562,4,1,320000
563,7,2,19000
563,1,1,89000
564,5,1,12000
564,3,2,35000
564,1,2,89000
565,5,2,12000
566,4,1,320000
567,1,1,89000
568,5,1,12000
568,5,1,12000
569,2,1,149000
570,7,2,19000
571,3,1,35000
571,5,2,12000
572,4,2,320000
573,3,1,35000
574,6,2,28000
575,5,2,12000
575,7,1,19000
575,4,1,320000
576,2,2,149000
576,3,1,35000
576,4,2,320000
577,4,1,320000
578,3,2,35000
579,3,2,35000
580,4,2,320000
580,5,1,12000
580,3,1,35000
581,6,2,28000
581,6,1,28000
581,1,1,89000
582,7,1,19000
583,2,2,149000
583,6,2,28000
583,1,1,89000
584,6,2,28000
584,4,2,320000
584,2,2,149000
585,2,2,149000
585,1,1,89000
585,2,2,149000
586,6,2,28000
586,7,2,19000
586,2,1,149000
587,5,1,12000
588,3,1,35000
588,3,2,35000
589,6,2,28000
590,3,2,35000
590,2,1,149000
591,3,1,35000
591,7,1,19000
591,2,1,149000
592,1,1,89000
592,5,1,12000
593,6,1,28000
593,3,1,35000
594,7,1,19000
594,7,1,19000
594,6,1,28000
595,1,2,89000
595,7,2,19000
596,1,1,89000
596,6,1,28000
596,6,1,28000
597,2,1,149000
597,7,1,19000
598,5,1,12000
598,3,2,35000
599,2,2,149000
600,7,2,19000
601,6,1,28000
601,3,1,35000
601,6,1,28000
602,3,1,35000
602,7,1,19000
603,2,1,149000
604,2,2,149000
605,6,1,28000
606,5,2,12000
606,2,1,149000
607,2,2,149000
607,3,2,35000
607,7,2,19000
608,2,2,149000
609,3,1,35000
610,2,1,149000
611,5,2,12000
612,7,1,19000
613,3,1,35000
613,1,1,89000
614,4,1,320000
615,1,2,89000
616,1,2,89000
616,1,2,89000
616,7,2,19000
617,3,1,35000
617,7,1,19000
618,5,1,12000
619,4,2,320000
620,1,2,89000
620,7,2,19000
621,7,1,19000
622,1,1,89000
623,7,1,19000
623,4,1,320000
624,7,2,19000
625,2,2,149000
625,1,1,89000
626,7,2,19000
627,2,1,149000
627,6,1,28000
628,2,2,149000
629,7,1,19000
630,6,2,28000
630,6,1,28000
630,5,1,12000
631,3,2,35000
631,3,2,35000
631,7,2,19000
632,1,1,89000
633,1,2,89000
633,7,2,19000
633,1,2,89000
634,7,1,19000
635,1,1,89000
636,6,2,28000
637,3,1,35000
637,4,1,320000
637,7,2,19000
638,6,1,28000
639,5,1,12000
640,3,2,35000
641,2,1,149000
642,7,1,19000
643,2,2,149000
643,5,2,12000
644,5,2,12000
645,1,1,89000
645,1,2,89000
646,5,1,12000
647,4,1,320000
648,5,2,12000
648,2,2,149000
649,4,1,320000
649,1,1,89000
650,5,2,12000
650,7,1,19000
650,2,1,149000
651,1,1,89000
652,5,2,12000
652,4,2,320000
653,3,1,35000
653,1,2,89000
654,1,2,89000
655,2,1,149000
656,6,2,28000
657,7,1,19000
658,6,1,28000
659,1,2,89000
660,5,2,12000
660,5,1,12000
661,7,2,19000
661,4,1,320000
662,6,1,28000
662,7,1,19000
662,2,2,149000
663,2,2,149000
664,6,2,28000
664,7,1,19000
665,6,1,28000
665,7,1,19000
666,1,2,89000
666,5,2,12000
667,2,2,149000
668,2,1,149000
669,3,1,35000
669,4,1,320000
670,2,1,149000
671,5,2,12000
671,5,1,12000
671,4,2,320000
672,1,1,89000
672,2,1,149000
673,4,2,320000
674,2,1,149000
675,5,1,12000
675,7,2,19000
676,5,1,12000
677,1,1,89000
677,4,2,320000
677,6,2,28000
678,5,2,12000
679,1,2,89000
679,1,2,89000
680,4,1,320000
681,2,2,149000
681,5,2,12000
682,3,2,35000
683,6,1,28000
683,6,2,28000
684,2,1,149000
684,7,1,19000
685,3,2,35000
686,6,1,28000
687,2,1,149000
688,3,2,35000
688,7,2,19000
689,1,1,89000
689,2,2,149000
689,3,1,35000
690,2,2,149000
690,2,2,149000
691,4,1,320000
691,4,1,320000
691,1,1,89000
692,2,1,149000
692,3,2,35000
692,6,2,28000
693,5,2,12000
693,6,2,28000
694,5,2,12000
695,7,1,19000
695,2,2,149000
696,3,1,35000
697,3,2,35000
698,7,2,19000
699,3,2,35000
699,2,2,149000
700,3,1,35000
701,2,1,149000
701,4,1,320000
702,4,2,320000
703,2,2,149000
704,4,2,320000
704,1,1,89000
705,4,1,320000
705,1,1,89000
706,1,2,89000
706,4,1,320000
707,4,2,320000
707,5,1,12000
707,2,1,149000
708,5,2,12000
709,1,2,89000
710,2,2,149000
711,3,2,35000
711,1,1,89000
712,6,2,28000
713,6,2,28000
714,5,2,12000
714,6,2,28000
715,7,2,19000
716,2,1,149000
716,5,1,12000
716,2,1,149000
717,7,2,19000
718,1,2,89000
718,6,2,28000
719,4,1,320000
719,4,2,320000
719,7,1,19000
720,3,1,35000
720,2,1,149000
721,3,2,35000
722,4,2,320000
723,1,1,89000
724,4,1,320000
724,4,2,320000
725,5,1,12000
726,5,2,12000
726,1,2,89000
727,3,1,35000
728,4,2,320000
729,5,2,12000
729,6,2,28000
729,1,2,89000
730,7,1,19000
731,2,2,149000
732,3,1,35000
733,4,1,320000
734,7,2,19000
735,4,1,320000
736,6,1,28000
736,4,2,320000
737,4,1,320000
738,3,1,35000
739,2,2,149000
740,2,2,149000
741,7,1,19000
741,6,1,28000
741,7,1,19000
742,7,2,19000
743,4,2,320000
744,1,2,89000
745,6,1,28000
745,7,1,19000
745,6,2,28000
746,4,2,320000
746,6,1,28000
746,7,2,19000
747,5,1,12000
747,3,2,35000
748,3,2,35000
748,7,1,19000
748,1,2,89000
749,6,1,28000
750,5,1,12000
751,4,2,320000
751,1,2,89000
752,7,1,19000
753,2,2,149000
754,7,1,19000
754,5,1,12000
755,2,2,149000
756,6,1,28000
756,3,2,35000
757,1,2,89000
757,1,2,89000
757,2,2,149000
758,6,1,28000
759,1,1,89000
760,7,1,19000
761,2,2,149000
762,2,1,149000
762,1,2,89000
762,3,2,35000
763,2,1,149000
763,6,1,28000
763,6,2,28000
764,5,2,12000
765,3,2,35000
766,7,1,19000
766,4,1,320000
766,7,2,19000
767,7,2,19000
768,7,1,19000
768,6,1,28000
769,1,1,89000
770,3,1,35000
770,7,1,19000
771,1,2,89000
772,3,2,35000
772,2,2,149000
773,6,2,28000
774,3,2,35000
774,1,2,89000
775,6,2,28000
775,4,2,320000
775,4,2,320000
776,3,1,35000
777,5,1,12000
778,1,1,89000
779,7,1,19000
779,7,2,19000
779,7,2,19000
780,4,1,320000
781,1,1,89000
781,7,2,19000
781,6,2,28000
782,6,1,28000
782,6,1,28000
783,4,2,320000
783,2,2,149000
784,4,1,320000
784,5,1,12000
785,4,2,320000
786,3,1,35000
786,3,1,35000
787,3,1,35000
787,2,1,149000
787,7,1,19000
788,1,2,89000
788,4,2,320000
788,6,1,28000
789,1,2,89000
790,7,2,19000
791,7,1,19000
792,3,2,35000
792,5,2,12000
793,4,1,320000
794,7,1,19000
795,6,1,28000
796,3,2,35000
796,2,2,149000
797,5,1,12000
797,5,2,12000
798,2,2,149000
798,2,2,149000
799,3,1,35000
799,5,1,12000
799,2,1,149000
800,3,1,35000
801,1,2,89000
801,1,2,89000
802,6,2,28000
802,3,2,35000
802,1,2,89000
803,2,1,149000
803,1,2,89000
804,4,2,320000
804,1,1,89000
804,4,2,320000
805,7,2,19000
805,1,1,89000
805,4,1,320000
806,3,2,35000
807,5,1,12000
808,2,1,149000
809,1,2,89000
810,4,2,320000
811,1,1,89000
812,7,1,19000
812,1,1,89000
813,3,2,35000
814,3,2,35000
815,7,2,19000
815,3,1,35000
815,5,2,12000
816,2,2,149000
817,4,2,320000
817,3,1,35000
817,3,2,35000
818,4,2,320000
819,4,1,320000
819,5,1,12000
819,2,1,149000
820,2,1,149000
821,2,1,149000
822,6,1,28000
823,7,1,19000
823,2,1,149000
824,6,2,28000
825,3,2,35000
826,6,1,28000
826,3,2,35000
827,2,1,149000
828,6,2,28000
829,7,1,19000
830,2,2,149000
830,4,2,320000
830,1,1,89000
831,4,1,320000
831,5,1,12000
832,5,1,12000
833,6,1,28000
833,2,2,149000
833,5,1,12000
834,7,1,19000
835,2,2,149000
836,7,2,19000
837,2,1,149000
837,2,1,149000
838,6,1,28000
839,1,1,89000
839,1,1,89000
840,6,1,28000
841,5,1,12000
842,2,2,149000
843,1,1,89000
843,4,2,320000
844,2,2,149000
845,4,1,320000
846,2,1,149000
847,5,1,12000
848,3,2,35000
849,4,1,320000
850,3,1,35000
851,5,2,12000
851,6,1,28000
852,2,2,149000
852,2,2,149000
852,1,2,89000
853,1,1,89000
853,6,1,28000
853,3,2,35000
854,5,1,12000
855,7,2,19000
856,7,1,19000
856,2,2,149000
856,5,2,12000
857,7,2,19000
857,6,1,28000
858,1,1,89000
858,4,2,320000
859,5,1,12000
859,1,2,89000
860,1,1,89000
861,5,1,12000
861,5,1,12000
861,7,2,19000
862,2,2,149000
863,7,2,19000
864,5,2,12000
865,4,1,320000
866,6,2,28000
867,5,1,12000
868,1,2,89000
869,5,2,12000
869,2,1,149000
870,6,2,28000
871,4,2,320000
872,4,2,320000
872,6,2,28000
872,5,1,12000
873,2,1,149000
873,4,1,320000
874,3,1,35000
875,2,2,149000
876,4,2,320000
877,3,2,35000
878,4,1,320000
878,5,2,12000
879,1,2,89000
880,7,2,19000
880,3,2,35000
881,2,2,149000
882,4,1,320000
882,3,2,35000
883,4,2,320000
883,6,2,28000
883,7,2,19000
884,7,2,19000
885,3,1,35000
886,4,1,320000
887,4,2,320000
888,3,2,35000
888,5,2,12000
889,4,1,320000
889,4,2,320000
890,1,2,89000
890,1,1,89000
891,2,2,149000
892,2,1,149000
893,6,2,28000
894,4,1,320000
894,6,2,28000
894,5,2,12000
895,1,1,89000
896,3,1,35000
897,5,1,12000
898,3,1,35000
899,1,2,89000
900,1,1,89000
900,7,2,19000
901,5,1,12000
902,7,1,19000
902,6,2,28000
903,1,1,89000
904,6,2,28000
904,5,1,12000
905,6,1,28000
906,6,2,28000
907,4,2,320000
908,1,2,89000
909,7,1,19000
909,4,1,320000
909,1,2,89000
910,7,2,19000
910,2,1,149000
911,5,2,12000
912,4,1,320000
912,1,1,89000
913,7,2,19000
914,2,1,149000
915,3,1,35000
916,5,2,12000
917,1,2,89000
918,1,2,89000
919,2,1,149000
920,7,1,19000
920,2,2,149000
920,4,1,320000
921,6,1,28000
922,4,2,320000
922,7,1,19000
922,7,1,19000
923,5,2,12000
923,3,1,35000
923,2,2,149000
924,2,1,149000
925,4,1,320000
925,6,2,28000
926,5,1,12000
926,5,1,12000
927,4,1,320000
928,5,1,12000
929,2,1,149000
929,5,2,12000
930,5,2,12000
930,2,2,149000
930,1,2,89000
931,6,2,28000
931,7,1,19000
931,5,2,12000
932,3,1,35000
933,2,1,149000
934,1,1,89000
934,1,2,89000
935,3,1,35000
936,2,2,149000
936,1,2,89000
937,1,1,89000
938,2,2,149000
938,1,2,89000
938,4,1,320000
939,7,1,19000
940,5,1,12000
941,7,2,19000
942,1,1,89000
942,4,1,320000
942,7,1,19000
943,6,1,28000
944,3,2,35000
945,2,1,149000
946,2,1,149000
947,5,2,12000
948,7,2,19000
948,1,1,89000
949,4,2,320000
949,4,2,320000
950,3,2,35000
951,6,1,28000
951,2,2,149000
952,1,1,89000
953,4,2,320000
953,3,1,35000
954,2,2,149000
954,6,1,28000
954,1,2,89000
955,7,1,19000
956,1,1,89000
957,6,2,28000
958,6,1,28000
958,4,1,320000
959,3,2,35000
960,7,2,19000
